First Name*,Middle Name,Last Name*,Email*,Phone,Date of Birth,Gender,Marital Status,Job Title,Department,Manager Email,Employment Type,Employment Status,Join Date,Probation End Date,Create User Account? (Yes/No),Username,Password,Access Role,Basic Salary,Housing Allowance,Transport Allowance,Medical Allowance,Lunch Allowance,Other Allowances,Bank Name,Bank Account Number,Bank Branch,Mobile Money Number,National ID*,Passport Number,TIN Number,NSSF Number,Address,City,District,Emergency Contact Name,Emergency Contact Phone,Emergency Contact Relationship,Notes
Namukwaya,,Byaruhanga,namukwaya.byaruhanga@company.co.ug,+256784540073,1977-05-27,Female,Single,HR Officer,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2021-06-29,,Yes,namukwaya.byaruhanga,Welcome2025!,Supervisor,1578050,1300000,850000,250000,0,0,Absa Bank,8660003429,Kampala Branch,,CM946438872707,,,43019292-45,"Plot 156, Nakasero",Mbale,Mukono,Brenda Apio,+256777287484,Child,
Rebecca,James,Nalwanga,rebecca.nalwanga@company.co.ug,+256754450369,1982-08-15,Female,Widowed,Financial Analyst,Finance,,Full-time,Active,2021-10-01,,No,,,,9491347,1300000,0,0,100000,0,Bank of Africa,8600494258,Kampala Main,,CM805636095224,,3158954244,82239341-82,"Plot 94, Nakasero",Fort Portal,Mbale,John Tumwebaze,+256732440024,Friend,
Peter,,Ssekitto,peter.ssekitto@company.co.ug,+256795351414,1986-11-19,Male,Widowed,Marketing Officer,Sales,,Contract,Active,2022-04-23,2022-10-20,No,,,,6539850,0,200000,0,200000,0,Bank of Africa,9851485179,Central Branch,,CM985997524398,,,,"Plot 205, Bombo Road",Mbale,Wakiso,Ronald Kato,+256701164498,Friend,
John,Brian,Apio,john.apio@company.co.ug,+256752669208,1989-09-19,Male,Divorced,HR Officer,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2021-02-03,,Yes,john.apio,Welcome2025!,Supervisor,4826045,0,700000,0,0,1100000,Stanbic Bank,7713180352,Kampala Branch,,CM877547432916,,,,"Plot 26, Nakasero",Mbarara,Wakiso,Stephen Nalwanga,+256740242619,Sibling,
Esther,,Nakandi,esther.nakandi@company.co.ug,+256722808035,1995-05-25,Female,Widowed,Sales Executive,Sales,manager.sales@company.co.ug,Full-time,Active,2021-01-29,,Yes,esther.nakandi,Welcome2025!,Supervisor,6648713,300000,550000,200000,0,0,Stanbic Bank,1291944600,Central Branch,+256753264935,CM838922758790,,4871815052,57082502-60,"Plot 74, Nakasero",Fort Portal,Mukono,Nakato Nabukenya,+256713879526,Child,
Francis,,Mukasa,francis.mukasa@company.co.ug,+256761158824,2003-07-22,Male,Widowed,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2016-01-28,,No,,,,2874598,1300000,500000,300000,0,0,Absa Bank,5236728974,Central Branch,+256752474287,CM790565104766,,7924450589,,"Plot 120, Bombo Road",Kampala,Kampala,Brian Mukasa,+256784302562,Child,
Charles,,Mukasa,charles.mukasa@company.co.ug,+256776716621,1991-04-08,Male,Married,Training Coordinator,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2015-10-27,,Yes,charles.mukasa,Welcome2025!,Supervisor,7406864,0,250000,0,250000,600000,Stanbic Bank,9071511655,Kampala Main,,CM843363459571,,,,"Plot 133, Ggaba Road",Mbarara,Mbarara,Rebecca Kato,+256736191369,Parent,
Peter,,Tumwebaze,peter.tumwebaze@company.co.ug,+256756239735,1979-09-16,Male,Married,Mechanical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2018-12-21,,Yes,peter.tumwebaze,Welcome2025!,Admin,2200040,0,700000,150000,250000,0,Absa Bank,8752030739,Kampala Main,+256756444227,CM780992587755,,3491970521,,"Plot 32, Bombo Road",Masaka,Kampala,Moses Byaruhanga,+256771472240,Sibling,
Francis,,Akello,francis.akello@company.co.ug,+256716320341,1997-07-16,Male,Married,Senior Accountant,Finance,manager.finance@company.co.ug,Contract,Active,2025-04-07,,Yes,francis.akello,Welcome2025!,Employee,6241917,1200000,0,0,250000,500000,DFCU Bank,5091087813,Kampala Main,,CM908033569424,,7181304713,,"Plot 163, Entebbe Road",Jinja,Mukono,Achen Nakandi,+256712882668,Child,
Faith,Brian,Byaruhanga,faith.byaruhanga@company.co.ug,+256747069365,1989-04-28,Female,Married,Senior Accountant,Finance,,Full-time,Active,2023-01-30,2023-07-29,No,,,,2250469,1600000,0,500000,0,1100000,Stanbic Bank,5398460868,Kampala Main,+256754675444,CM708043919046,,,39723863-20,"Plot 128, Bombo Road",Gulu,Mukono,David Ssekitto,+256756761022,Child,
Faith,,Byaruhanga,faith.byaruhanga@company.co.ug,+256731720500,2005-05-27,Female,Single,HR Manager,Human Resources,,Full-time,Active,2016-01-31,,No,,,,4023526,700000,700000,250000,0,0,Equity Bank,5228395975,Central Branch,+256755417672,CM857150321950,,,60565192-83,"Plot 144, Bombo Road",Gulu,Wakiso,Namukwaya Mbabazi,+256772347745,Friend,
Namukwaya,,Byaruhanga,namukwaya.byaruhanga@company.co.ug,+256727805100,1984-09-12,Female,Widowed,Auditor,Finance,manager.finance@company.co.ug,Contract,Active,2019-03-05,,No,,,,8328102,1600000,700000,450000,250000,0,Centenary Bank,6410050483,Kampala Main,,CM846195093322,,8567133608,33117337-82,"Plot 93, Nakasero",Masaka,Mukono,Brian Ssekitto,+256744941001,Sibling,
Moses,,Byaruhanga,moses.byaruhanga@company.co.ug,+256766457480,1984-07-09,Male,Widowed,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2016-07-22,,Yes,moses.byaruhanga,Welcome2025!,Supervisor,9439365,0,850000,450000,100000,0,Centenary Bank,8821908749,Central Branch,,CM976882024119,,3581211166,59526889-92,"Plot 210, Ggaba Road",Kampala,Jinja,Mary Nalwanga,+256719004958,Spouse,
Moses,Achen,Mbabazi,moses.mbabazi@company.co.ug,+256793128808,1988-10-15,Male,Divorced,Software Engineer,Engineering,,Contract,Active,2020-03-28,,No,,,,6437684,1400000,300000,200000,200000,1100000,Absa Bank,5314395231,Kampala Main,,CM760245807002,,1503591832,,"Plot 26, Ggaba Road",Gulu,Jinja,Francis Okello,+256731304599,Sibling,
Ronald,,Byaruhanga,ronald.byaruhanga@company.co.ug,+256740941883,2004-05-13,Male,Single,Electrical Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2017-12-11,,No,,,,3327901,800000,350000,0,300000,0,Stanbic Bank,2836696671,Central Branch,,CM784774072032,,4516803436,87640017-96,"Plot 10, Bombo Road",Fort Portal,Mukono,Lydia Nabukenya,+256765245952,Parent,
Achen,,Kato,achen.kato@company.co.ug,+256735412208,1981-05-14,Female,Widowed,Operations Manager,Operations,manager.operations@company.co.ug,Full-time,Active,2016-03-09,2016-09-05,No,,,,3672525,0,450000,0,150000,0,Equity Bank,7876682228,Central Branch,+256758224503,CM838915276622,,,,"Plot 35, Entebbe Road",Mbarara,Mbarara,Francis Asiimwe,+256730519730,Child,
Prossy,,Nabukenya,prossy.nabukenya@company.co.ug,+256780316918,1994-10-22,Female,Single,Payroll Officer,Finance,,Full-time,Active,2024-12-05,,Yes,prossy.nabukenya,Welcome2025!,Supervisor,8989316,1200000,200000,550000,150000,0,DFCU Bank,4212854973,Central Branch,,CM731843817235,,,68037487-31,"Plot 137, Entebbe Road",Entebbe,Wakiso,Nantongo Nakandi,+256798467597,Friend,
Joseph,,Nalwanga,joseph.nalwanga@company.co.ug,+256785043447,1978-10-24,Male,Widowed,Training Coordinator,Human Resources,,Full-time,Active,2020-08-11,,Yes,joseph.nalwanga,Welcome2025!,Admin,5490376,0,550000,0,0,0,Bank of Africa,1407437830,Central Branch,,CM709562694111,,2034593426,85312357-36,"Plot 60, Ggaba Road",Mbale,Wakiso,Francis Ssekitto,+256710959689,Spouse,
Joseph,James,Nakandi,joseph.nakandi@company.co.ug,+256752040891,1987-11-26,Male,Single,HR Officer,Human Resources,,Full-time,Active,2017-01-20,2017-07-19,No,,,,8478883,900000,0,0,0,0,Stanbic Bank,6793000044,Kampala Main,+256751335879,CM706867004550,,2630848149,,"Plot 207, Ggaba Road",Masaka,Jinja,Grace Ssekitto,+256760260458,Friend,
Gloria,Prossy,Nakandi,gloria.nakandi@company.co.ug,+256750170585,1988-12-13,Female,Single,Sales Manager,Sales,,Contract,Active,2025-05-04,,No,,,,5594014,0,200000,0,150000,1100000,Absa Bank,5916454271,Kampala Branch,,CM714689391883,,1654308975,,"Plot 12, Entebbe Road",Mbale,Mbarara,Stephen Asiimwe,+256742889666,Friend,
Francis,,Mbabazi,francis.mbabazi@company.co.ug,+256730518050,1978-09-19,Male,Single,HR Manager,Human Resources,,Full-time,Active,2025-06-27,,No,,,,7701830,1100000,650000,0,100000,0,Equity Bank,1854467530,Kampala Branch,+256758137415,CM875018596377,,8004394528,,"Plot 50, Old Kampala Road",Mbarara,Mbale,Nantongo Kato,+256774352182,Spouse,
Nakato,,Akello,nakato.akello@company.co.ug,+256718470525,1991-07-04,Female,Divorced,General Manager,Management,,Part-time,Active,2016-04-11,,No,,,,7610930,300000,300000,0,0,0,DFCU Bank,7305435475,Kampala Main,,CM948061682714,,,,"Plot 16, Nakasero",Gulu,Kampala,Esther Byaruhanga,+256754853360,Spouse,
Peter,,Nalwanga,peter.nalwanga@company.co.ug,+256741446485,1994-04-26,Male,Married,Software Engineer,Engineering,manager.engineering@company.co.ug,Full-time,Active,2022-12-27,,No,,,,5113044,0,0,500000,0,0,Absa Bank,7042135690,Kampala Branch,,CM956877357966,,,,"Plot 150, Bombo Road",Mbarara,Mbale,Sarah Nabukenya,+256741770224,Friend,
Nantongo,Moses,Ssekitto,nantongo.ssekitto@company.co.ug,+256729463354,2002-02-22,Female,Married,Business Development Manager,Sales,manager.sales@company.co.ug,Contract,Active,2023-07-21,2024-01-17,Yes,nantongo.ssekitto,Welcome2025!,Employee,1826799,1600000,0,350000,100000,0,Stanbic Bank,6918596925,Central Branch,+256757868220,CM866318707319,,,,"Plot 187, Old Kampala Road",Gulu,Kampala,Doreen Mukasa,+256778174710,Parent,
Gloria,Namukwaya,Kiwanuka,gloria.kiwanuka@company.co.ug,+256765262938,1998-06-15,Female,Single,Procurement Officer,Operations,,Full-time,Active,2015-01-07,,Yes,gloria.kiwanuka,Welcome2025!,Admin,8817910,0,800000,0,300000,0,Absa Bank,2613814674,Central Branch,,CM949331427663,,2639595121,,"Plot 172, Old Kampala Road",Kampala,Mbarara,Nantongo Byaruhanga,+256790777220,Child,
Achen,,Nabukeera,achen.nabukeera@company.co.ug,+256754600874,1994-10-24,Female,Divorced,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2020-03-29,2020-09-25,Yes,achen.nabukeera,Welcome2025!,Employee,2936135,0,650000,0,0,0,Centenary Bank,2657143228,Kampala Branch,+256753757845,CM847877459562,,,61727780-26,"Plot 47, Old Kampala Road",Jinja,Gulu,Charles Kato,+256753720836,Parent,
Rebecca,,Nalwanga,rebecca.nalwanga@company.co.ug,+256739882503,1977-02-10,Female,Divorced,Senior Accountant,Finance,,Full-time,Active,2017-09-18,,No,,,,4392999,700000,600000,250000,150000,0,Absa Bank,8539486614,Kampala Branch,+256759757612,CM774304194660,,,,"Plot 26, Old Kampala Road",Gulu,Mbale,Francis Okello,+256759308347,Parent,
Faith,,Apio,faith.apio@company.co.ug,+256774746780,1987-04-25,Female,Widowed,Project Manager,Management,,Full-time,Active,2020-05-10,2020-11-06,No,,,,2387720,700000,700000,150000,0,0,Absa Bank,5848668261,Central Branch,+256754589379,CM845906689420,,8265617642,60820266-77,"Plot 93, Nakasero",Fort Portal,Mukono,Nantongo Okello,+256785341330,Sibling,
Charles,,Mbabazi,charles.mbabazi@company.co.ug,+256726944047,1982-04-28,Male,Widowed,Logistics Coordinator,Operations,manager.operations@company.co.ug,Full-time,Active,2022-09-28,,Yes,charles.mbabazi,Welcome2025!,Employee,4284514,1400000,0,550000,0,0,Absa Bank,8832339577,Kampala Branch,+256759659563,CM974659887941,,2441783048,48611603-95,"Plot 17, Nakasero",Gulu,Gulu,Gloria Nalwanga,+256746899660,Friend,
Samuel,,Ssekitto,samuel.ssekitto@company.co.ug,+256718595514,2004-11-28,Male,Widowed,Department Manager,Management,,Full-time,Active,2022-11-08,,No,,,,6571602,400000,550000,250000,0,0,DFCU Bank,8958492627,Kampala Branch,,CM785722013770,,,75499401-17,"Plot 199, Entebbe Road",Mbarara,Mbarara,Esther Kiwanuka,+256757972288,Sibling,
David,,Nalwanga,david.nalwanga@company.co.ug,+256787709384,1997-05-06,Male,Widowed,Logistics Coordinator,Operations,,Full-time,Active,2024-02-20,2024-08-18,Yes,david.nalwanga,Welcome2025!,Employee,6073927,1600000,850000,150000,200000,0,Absa Bank,8593738525,Central Branch,+256751447500,CM842998718994,,,67507124-14,"Plot 37, Bombo Road",Jinja,Wakiso,David Nakandi,+256700162120,Friend,
Ronald,,Nalwanga,ronald.nalwanga@company.co.ug,+256732136522,2004-05-05,Male,Divorced,Procurement Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2019-05-16,2019-11-12,Yes,ronald.nalwanga,Welcome2025!,Supervisor,3211933,1400000,500000,500000,0,1100000,Equity Bank,1438489977,Central Branch,,CM784563812258,,,92015823-14,"Plot 53, Ggaba Road",Mbale,Mukono,Peter Nabukeera,+256706487965,Spouse,
Geoffrey,,Tumwebaze,geoffrey.tumwebaze@company.co.ug,+256769544774,1997-01-02,Male,Married,Project Engineer,Engineering,manager.engineering@company.co.ug,Part-time,Active,2016-08-30,2017-02-26,Yes,geoffrey.tumwebaze,Welcome2025!,Admin,6740731,700000,0,350000,100000,0,Absa Bank,4648242523,Central Branch,+256754727693,CM725961251200,,8809560589,,"Plot 164, Entebbe Road",Gulu,Wakiso,Peter Okello,+256767522410,Child,
Stephen,,Byaruhanga,stephen.byaruhanga@company.co.ug,+256717074813,2001-04-26,Male,Divorced,Sales Executive,Sales,manager.sales@company.co.ug,Contract,Active,2021-06-18,,Yes,stephen.byaruhanga,Welcome2025!,Admin,5615748,0,500000,500000,300000,0,Equity Bank,3346591418,Kampala Branch,,CM949115571805,,,,"Plot 67, Entebbe Road",Fort Portal,Kampala,Patrick Mbabazi,+256736316156,Parent,
Doreen,,Tumwebaze,doreen.tumwebaze@company.co.ug,+256790129890,1996-01-18,Female,Divorced,Business Development Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2021-12-29,,No,,,,3773631,1100000,250000,450000,250000,0,Equity Bank,1627648212,Kampala Branch,,CM782672673013,,1128936455,,"Plot 212, Old Kampala Road",Mbarara,Jinja,Samuel Kato,+256749193197,Sibling,
Gloria,John,Byaruhanga,gloria.byaruhanga@company.co.ug,+256739728519,1997-04-15,Female,Single,General Manager,Management,manager.management@company.co.ug,Full-time,Active,2015-04-03,2015-09-30,No,,,,5550583,0,200000,0,0,400000,Equity Bank,8737346056,Kampala Branch,,CM955561947148,,1820968985,,"Plot 163, Old Kampala Road",Mbale,Jinja,Patrick Tumwebaze,+256716152083,Spouse,
Peter,,Nalwanga,peter.nalwanga@company.co.ug,+256741066951,1981-02-12,Male,Married,Logistics Coordinator,Operations,manager.operations@company.co.ug,Contract,Active,2016-12-07,,Yes,peter.nalwanga,Welcome2025!,Employee,7449933,0,850000,550000,200000,0,Bank of Africa,3332443310,Kampala Main,+256757186628,CM778501808115,,,74883122-43,"Plot 115, Bombo Road",Mbale,Mukono,Nantongo Mbabazi,+256728717387,Parent,
Nantongo,,Byaruhanga,nantongo.byaruhanga@company.co.ug,+256730061988,1995-03-23,Female,Single,HR Manager,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2016-12-19,2017-06-17,Yes,nantongo.byaruhanga,Welcome2025!,Supervisor,5348531,1100000,850000,0,250000,0,Stanbic Bank,3214332776,Kampala Branch,,CM854002066734,,8929322582,69540855-45,"Plot 50, Bombo Road",Jinja,Wakiso,Francis Byaruhanga,+256772427159,Spouse,
Samuel,,Nabukeera,samuel.nabukeera@company.co.ug,+256783568165,1983-06-27,Male,Widowed,Sales Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2022-02-15,2022-08-14,Yes,samuel.nabukeera,Welcome2025!,Supervisor,8243140,1000000,700000,0,0,0,DFCU Bank,4269257853,Central Branch,+256752109040,CM922444723518,,1541128127,,"Plot 50, Old Kampala Road",Jinja,Mbarara,Doreen Ssekitto,+256716392697,Spouse,
Doreen,,Mukasa,doreen.mukasa@company.co.ug,+256765207141,1981-07-06,Female,Single,Recruitment Specialist,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2018-02-14,,Yes,doreen.mukasa,Welcome2025!,Supervisor,2347892,1600000,300000,250000,250000,0,Stanbic Bank,7290406320,Kampala Branch,+256757231885,CM819336552004,,,,"Plot 15, Nakasero",Mbarara,Wakiso,Geoffrey Kato,+256704657609,Friend,
James,,Byaruhanga,james.byaruhanga@company.co.ug,+256782222988,1994-01-16,Male,Divorced,Software Engineer,Engineering,manager.engineering@company.co.ug,Part-time,Active,2018-12-05,2019-06-03,Yes,james.byaruhanga,Welcome2025!,Employee,5263585,0,500000,0,100000,100000,Centenary Bank,4769493862,Central Branch,,CM737398069371,,8586393100,,"Plot 161, Nakasero",Gulu,Mbale,Lydia Nabukenya,+256799421654,Child,
Joseph,,Tumwebaze,joseph.tumwebaze@company.co.ug,+256713273082,1980-07-06,Male,Married,Senior Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2023-03-11,2023-09-07,No,,,,4944251,1100000,750000,450000,200000,100000,Bank of Africa,6768078373,Kampala Branch,+256754238688,CM988800933257,,6323128108,,"Plot 28, Old Kampala Road",Masaka,Mukono,Francis Ssekitto,+256751298081,Sibling,
Joseph,,Byaruhanga,joseph.byaruhanga@company.co.ug,+256709076593,2000-06-04,Male,Divorced,Senior Accountant,Finance,,Full-time,Active,2018-09-26,,Yes,joseph.byaruhanga,Welcome2025!,Supervisor,4668474,600000,0,0,200000,0,Centenary Bank,3095414117,Central Branch,,CM969703054896,,3867819973,46918267-10,"Plot 87, Ggaba Road",Gulu,Mbarara,Geoffrey Kato,+256752619751,Sibling,
David,,Kato,david.kato@company.co.ug,+256712205036,1996-06-11,Male,Widowed,Marketing Officer,Sales,manager.sales@company.co.ug,Full-time,Active,2025-06-26,,No,,,,3240244,0,200000,0,0,800000,Absa Bank,5872144803,Kampala Branch,,CM903448826183,,7495467528,,"Plot 133, Bombo Road",Kampala,Kampala,Faith Mbabazi,+256796867130,Sibling,
Brenda,,Nabukeera,brenda.nabukeera@company.co.ug,+256719890586,1997-11-13,Female,Divorced,Senior Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2018-05-19,2018-11-15,Yes,brenda.nabukeera,Welcome2025!,Admin,5996024,500000,0,500000,300000,400000,Equity Bank,5626937814,Central Branch,+256759027291,CM891958958405,,9083887130,,"Plot 113, Bombo Road",Entebbe,Gulu,Francis Okello,+256765978994,Friend,
Sarah,,Okello,sarah.okello@company.co.ug,+256745400321,2004-08-03,Female,Single,Admin Officer,Operations,manager.operations@company.co.ug,Full-time,Active,2022-10-25,,No,,,,9369627,0,350000,300000,250000,0,Bank of Africa,5824285296,Kampala Main,,CM891332245674,,4505042447,,"Plot 131, Old Kampala Road",Mbale,Gulu,David Nalwanga,+256732990758,Parent,
Ronald,Achen,Apio,ronald.apio@company.co.ug,+256704098754,2005-06-18,Male,Widowed,Accountant,Finance,manager.finance@company.co.ug,Full-time,Active,2015-12-27,,No,,,,2057771,1400000,0,400000,0,100000,Stanbic Bank,9531601882,Kampala Main,,CM843024597938,,,,"Plot 199, Bombo Road",Mbale,Mbarara,Grace Akello,+256728359563,Friend,
James,,Byaruhanga,james.byaruhanga@company.co.ug,+256740547628,1986-11-25,Male,Divorced,Electrical Engineer,Engineering,,Contract,Active,2020-11-13,,No,,,,7210135,1100000,0,300000,200000,0,Centenary Bank,5690275180,Central Branch,,CM943636842397,,5157533156,32587360-54,"Plot 150, Old Kampala Road",Mbale,Kampala,Ronald Byaruhanga,+256789552218,Child,
Mary,,Nabukenya,mary.nabukenya@company.co.ug,+256789333073,1982-07-27,Female,Married,Project Manager,Management,manager.management@company.co.ug,Contract,Active,2014-11-24,2015-05-23,Yes,mary.nabukenya,Welcome2025!,Employee,1984510,600000,0,350000,0,1000000,Bank of Africa,8373968451,Kampala Branch,,CM708249252412,,,,"Plot 68, Ggaba Road",Masaka,Jinja,Francis Nalwanga,+256768313890,Child,
Prossy,,Kato,prossy.kato@company.co.ug,+256745650318,1977-11-02,Female,Divorced,Training Coordinator,Human Resources,,Full-time,Active,2015-07-03,,No,,,,5920727,1100000,400000,250000,300000,1100000,Centenary Bank,3851571047,Kampala Branch,+256752300724,CM953980694761,,9855481358,61340141-12,"Plot 215, Ggaba Road",Mbarara,Wakiso,Nakato Apio,+256763602234,Child,
Sarah,,Kato,sarah.kato@company.co.ug,+256782126282,2004-11-23,Female,Single,Civil Engineer,Engineering,,Contract,Active,2019-06-15,2019-12-12,Yes,sarah.kato,Welcome2025!,Supervisor,8749818,700000,0,0,0,700000,Centenary Bank,1157225093,Central Branch,+256750197076,CM805307759710,,,56957468-89,"Plot 165, Old Kampala Road",Mbale,Jinja,Prossy Asiimwe,+256757908058,Spouse,
Patrick,,Kiwanuka,patrick.kiwanuka@company.co.ug,+256757432211,1975-10-18,Male,Single,Procurement Officer,Operations,,Full-time,Active,2014-07-08,2015-01-04,Yes,patrick.kiwanuka,Welcome2025!,Employee,6435795,700000,300000,200000,150000,0,Centenary Bank,7543533400,Kampala Branch,,CM802143748659,,5584967422,64958433-52,"Plot 109, Bombo Road",Entebbe,Gulu,Charles Kato,+256724329565,Child,
Rebecca,,Apio,rebecca.apio@company.co.ug,+256742129352,2004-09-15,Female,Single,Business Development Manager,Sales,manager.sales@company.co.ug,Full-time,Active,2016-05-17,2016-11-13,Yes,rebecca.apio,Welcome2025!,Employee,4106078,1000000,750000,200000,200000,1100000,Absa Bank,2411670934,Kampala Main,+256753171224,CM865658972905,,6118152568,34687066-58,"Plot 156, Ggaba Road",Jinja,Wakiso,Nakato Tumwebaze,+256781656459,Child,
Simon,,Nabukenya,simon.nabukenya@company.co.ug,+256700807937,1980-09-28,Male,Married,HR Manager,Human Resources,manager.humanresources@company.co.ug,Full-time,Active,2022-11-05,,Yes,simon.nabukenya,Welcome2025!,Employee,4361627,1400000,0,0,100000,300000,DFCU Bank,1901468549,Central Branch,+256752665172,CM999146937038,,6555821498,,"Plot 49, Ggaba Road",Entebbe,Kampala,Esther Kato,+256774149215,Sibling,
